headline,relation,labels
"두바이 경유 홍콩인 60대 남성, 메르스 의심 증세 격리",O,1
MBN 19시 주요뉴스,X,0
신종플루가 ‘情’도 앗아간다,O,1
"코로나19 신규확진자 2383명, 일요일 최다 확진자 발생",O,1
FDA “화이자 백신 정식 승인”…미국 내 의무 접종 가속될 듯,O,1
"메르스 환자, 18명으로 늘어나…'격리 대상자도 682명'",O,1
[포토]신종플루 상담 코엑스에서 물어보세요!,O,1
"[사설] 박근혜정부 후반기, 국정과제 실천에 초점 맞춰야",X,0
"오늘 내각 발표할 탈레반 ""일대일로 큰 관심…中은 중요 동반자""",X,0
복분자 발효식초 비만예방·뼈건강 효과,X,0
보수단체 탄핵반대 100만 동원령에 ‘가짜뉴스’ 유포까지,X,0
"AI 고병원성 확인, 위기경보 '심각' 격상…""이동 중지""",O,1
"러시아, 신종플루 사망자 14명으로 늘어",O,1
홍콩인 감염 증상 발견..환자 접촉 56명 격리 치료,O,1
줄지 않는 코로나19 검사 행렬,O,1
"부산시, 신종플루 긴급 대책회의 개최",O,1
[단독-유승민의 선택] 劉 “왜 최고위원회가 내 거취를 논의하나”… 긴급 최고위원회의,X,0
"軍, 메르스 의심신고 병사 및 부대원 긴급격리",O,1
노동자들 주말마다 어르신들께 '자장면 나눔 봉사',X,0
"英 전문가 ""에볼라 백신 제때 나오기 어려워""",O,1
"이낙연 지사 ""신종 감염병 방역체계 강화해야""",O,1
"삼성증권 ""카카오, 성장 속도 느려질 것…목표가 10% 하향""",X,0
장차관 빠진 메르스 징계 15일 최종 결정…'깃털'만 중징계?,O,1
소독 실시되는 코로나 상생 국민지원금 현장 접수처,X,0
"이낙연 총리 “2015년 메르스 교훈, 늑장대응보다 과잉대응이 낫다”",O,1
"보성군, 생애주기별 ‘찾아가는 안전교육’ 실시",X,0
"메르스, 꼭 알아야 할 10가지",O,1
"해남군, 지카바이러스 예방활동 강화",O,1
[포커스] 일상 회복? 방역 포기?…극과 극 코로나 격차,O,1
"국내 온 렘데시비르, 구원투수 될까…중증환자 우선 투약",O,1
"바이오니아, 진단사업부 수익성에 주목-우리",X,0
세브란스병원 폐암·간질환 건강강좌 개최,O,1
"삼성사장단, 메르스 사태에 ""깊이 반성하고 국민께 송구""",O,1
"피씨엘, 질병관리본부와 9000만원어치 공급 계약",O,1
"신종플루 ""외부인 출입 금지""",O,1
"가톨릭대인천성모병원, 학교감염병 예방관리교육",X,0
"[단신브리핑] 목포시, 으뜸맛집 아카데미 마무리 외",X,0
"인천, 추석연휴 검사 줄었는데 양성률은 증가…평일 대비 0.28%p",O,1
[보험광고] 이제 치과! 치질! 한방진료!도 의료실비로 보장 받으세요,X,0
"코나아이, 베트남에 싼타페 스마트 카드키 공급…현지 호응 높아",X,0
"원어민 교사 결핵, 의심 학생 '음성'…사태 수습",O,1
다자녀 기준 3자녀에서 2자녀로,X,0
국내체류 미국인 신종플루 감염(3보),O,1
"[영상] 편백숲에서 산림욕...""더위야 가라""",X,0
"MZ세대 2명 중 1명 ""올 추석은 부모님과 집콕""",O,1
지뢰 터진 다음날 일어난 '이상한' 일들,X,0
"순천향대 부천병원, 설 연휴 24시간 운영",X,0
"메르스 확산, 서울 대형 병원서 환자 5명 추가…총 환자 50명",O,1
서울건축문화제 오프라인 여정 폐막…온라인은 계속,X,0
"“‘文대통령은 공산주의자’ 발언, 의견표명 불과… 명예훼손 아냐”",X,0
"[기고] 보건의료산업, 세계를 보고 파이 키우자",X,0
8월 취업자 51.8만명 늘었지만…도소매업·자영업은 '고용 충격'(종합),X,0
"원주서 야생진드기 사망자 발생...“백신 치료제 없어"" ",O,1
돼지독감 확산 여파로 옥수수·대두 값 급락…수요 급감 전망,O,1
"日스가, 총리 물러난 뒤 중의원 선거 출마 의사 표명",X,0
"美 CDC ""델타 변이 이후 어린이 입원 증가…중증 비율은 차이 없어""",O,1
[윤세영의 따뜻한 동행]개구리 우는 소리,X,0
"AI로 확대되는 살처분, 제주 올레 일부도 폐쇄",O,1
빨간불 켜진 한국경제... 속타는 상인들,X,0
"[거래소] 불확실성 지속..바닥인식 확산
",X,0
"남양유업, 한앤코 경영진 선임 부결…10월 새 임시주총",X,0
메르스 예방 도움엔 면역력 증진과 철저한 위생관리가 중요,O,1
이재용 1.9평 독방에서 혼밥…김기춘· 최순실씨 구치소 동기,X,0
[포토] 가락시장 일부 시장 임시 폐쇄,O,1
"'백신과 방화벽 중단시키는 웜바이러스 주의'...시만텍
",X,0
<신종플루> 첫 감염자 발생 일지,O,1
"코로나 이후 첫 한국 방문, 일본 비웃을 일이 아니더군요 [이봉렬 in 싱가포르]",O,1
독감 유행 최고조...한 주 만에 30% 증가,O,1
"오늘(8일) 메르스 현황, 133번째 환자 '70대 남성 구급차 운전사' 사망",O,1
"겨울철 불청객 아토피, 면역력 부족이 원인?",X,0
국가 R&D 4.6조원 투입..혁신성장동력 육성 목표,X,0
충북교육청 “신종플루 상황반 24시간 가동”,O,1
"""AI 동진 막아라"" 방역작전 비상…농가 '전전 긍긍'",O,1
[사설]정상적 일상활동으로 `메르스 불황' 극복하자,O,1
전국경제인연합회 1사1촌 행사에 참석한 허창수-최원병 회장,X,0
"유은혜 ""추석 학생 이동 최소화해달라""…'영상 인사' 권장",O,1
"'사스와의 전쟁' 끝났다 ‥ 보건원, 종료 공식선언
",O,1
"'007 노 타임 투 다이', 개봉 첫 날 박스오피스 1위…'보이스'는 100만 돌파",X,0
잘 먹고도 배고프다? 당신에게 '소리 없는 살인자' 온 증거,X,0
[단독] 메르스 괴담 처벌 쉽지 않네… 보건소 간부가 신고하자 경찰 “업무 마비 증명하러 오라”,O,1
거짓 작성된 던컨의 건강 조사 질문지,X,0
마스크 벗은 여행객,O,1
[신종플루 초비상] 기초단체장에 공동휴업 결정권,O,1
전자상거래보다 `정보화역기능방지`에 투자해야,X,0
일·러 “北 무수단 발사 우려 공유… 안보리서 긴밀하게 공조”,X,0
"기재부, 평가항목 바꿔 자체평가 등급 상향조정",X,0
"신종플루 수험생은 모두 '2,812명'",O,1
올해에만 야생진드기 때문에 7명 사망···“물리지 않는 것이 최선”,O,1
"[거래소] 카드채부실문제...금융주로 확산
",X,0
[뉴스9 헤드라인],X,0
"쿠팡, 9월21일까지 '추석 빅세일'…최대 50% 할인",X,0
"당정, 신종플루 신속 대응체제 구축키로",O,1
'혹시 나도 메르스?' 정부 핫라인 상담 크게 늘어,O,1
코로나19 신규 확진자 1804명,O,1
"14일 임시 공휴일 지정 검토, 70주년 광복절 맞아…""국민의 자긍심 높일것""",X,0
영국·프랑스 갈등 국면 지속…이번엔 ‘어업 전쟁’까지?,X,0
"신종플루 경계로 상향, 대구시 대책본부 구성 및 24시간 비상 대응",O,1
[세상은 지금] ‘피어볼라’로 딸 등교막은 학교 제소,O,1
밀알 기빙플러스 추석 맞아 취약계층에 긴급생계지원 키트 지원,X,0
"킨텍스 이화영 대표, 중국 최대 무역전시회에서 기조연설",X,0
"SSG닷컴, 소상공인 손 잡고 ‘쓱’ 키웠다",X,0
"""6주 동안 16kg 빠져""… 병원 진료 결과 아내가 독극물로 살해 시도",X,0
"(특징주)하나투어, WHO 중국 여행금지 해제..5%↑",O,1
감기몸살 증상이 잘 안 낫는 줄 알았는데… 심내막염·길랑바레증후군 ‘불똥’ 주의보！,X,0
"어느 젊은 배우의 절규 ""공연 끝난지 1년…1원도 못 받아""",X,0
메르스 진정세 뚜렷…다만 이번주 강동지역이 관건,O,1
"홍콩, 사스환자 1명 추가발생..3월중순이후 최소",O,1
"KT-신한금융그룹, 미래금융 서비스 맞손",X,0
朴대통령 여름휴가 공식 올해도 통할까…인적개편+경제 이어져,X,0
"동구바이오제약, 자가지방유래줄기세포 추출키트 치료술 신의료기술 인증",X,0
[정훈식 칼럼] 집 나온 백화점,X,0
"메르스 부부사망, 남편 이어 부인도…가족들 대부분 격리된 상태",O,1
"미CDC국장, 의사·교사 등 코로나19 노출 위험 부스터샷 접종 승인",O,1
"컴투스, 에볼라 바이러스 구호 후원",O,1
<전국 주요신문 톱뉴스>(10월29일자 석간),X,0
mbn 7시 주요뉴스,X,0
경남지역 2015년도 연안여객선 이용객 전년 비해 큰 증가,X,0
"""일반인들은 'N95 마스크' 사용할 필요 없어""",O,1
"반기문 ""에볼라 구호 인력 의무격리 조치 불필요"" 주장",O,1
SI 공포불구 돼지 떼죽음 없는 이유,O,1
[수도권 주요 뉴스] 소음일으키고 '적반하장' 폭행까지…'무서운 10대',X,0
휴가 떠나기 전 쇼핑부터 해볼까?,X,0
신종플루 중앙재난본부 검토…발생기관 7.4배↑,O,1
작년 전국서 아파트값 상승률 가장 높았던 세종시…올해는 정반대 흐름?,X,0
신종플루 전파 눈덩이…하룻새 108명 무더기 확진판정,O,1
“고맙다 현대車” 서울시 ‘한전 부지 대박’ 취득세 9년來 최대,X,0
"롯데호텔, '네이버 스마트스토어'서 레스토랑 인기상품 판매",X,0
[3인3색 性이야기] 생식기에 쌓이는 환경호르몬,X,0
강원도 9개 시군 32명 코로나19 신규 확진,O,1
"김신호 대전시교육감, 신종플루 확산방지 대책 밝혀",O,1
[코스피 시황] 시총 상위종목 등락 엇갈려,X,0
[삼척]“메르스 침체 경기 부양”  삼척시 804억 예산 집행,O,1
삼성그룹 '메르스 사태' 입장·지원대책 밝힌다,O,1
전남서 4명 신규 확진…기존 확진자 접촉해 3명 감염,O,1
"‘JB필(feel) 통하다’...전북은행, 소통 통한 변화·혁신 앞장",X,0
뮤지컬흥행 대극장 울고 소극장 웃었다,X,0
삼성병원 “2차 감염자에 노출된 890명 관리”,O,1
충주 우륵문화제 팡파르…20일 폐막,X,0
정부 “4차유행 지속 정점 도달 늦어져…환자 규모 예측 어려워”,O,1
<평화 캠페인>촛불시위를 한반도평화 `불씨`로,X,0
"공수처, 尹 피의자 입건… 신속 규명하려다 ‘과도한 수사’ 될 수도",X,0
"서울 지하철·버스, 3~4일 막차 새벽2시까지",X,0
아시아 작가들 남성중심사회 모순 비판,X,0
사스 통제법령 강화,O,1
문 닫힌 응급실,X,0
[사회공헌 Together]“당신을 응원합니다” 유방암 환자에 치료비 지원,X,0
올 상반기 법카 15%-개인카드 이용액 9% 늘어,X,0
질병사망이든 사고사망이든 구분 없이 사망시 3억 보장,X,0
"밤 9시까지 전국서 1,344명 확진...어제보다 38명↑",O,1
메르스 확진자 71일째 ‘0’,O,1
"나들가게, 첫 공동세일전 실시 ""최대 50% 할인""",X,0
[르포] 코로나 외면한 ‘오픈런’… ‘아시아·디지털·MZ·리세일’ 명품 시장 판 흔든다,O,1
"동두천 메르스, 두바이 다녀온 男 메르스 의심 신고…'감염 여부 확인 중'",O,1
금융권에 다시 부는 감원 태풍,X,0
국내 신종플루 환자 1명 추가..총 47명,O,1
"""시에라리온 교민 철수 준비""…WHO 비상사태 논의",X,0
"스무살 벡스코, 컨벤션 불모지 부산에 'MICE 씨앗' 뿌렸다",X,0
광주 동구 ‘어게인 1983 타이거즈’ 시구 행사 추진,X,0
메르스 사망 1명 추가…사흘째 신규환자 없어,O,1
"[사설] 커지는 이재명 연루 의혹, 특검으로 ‘빙산의 전모’ 밝혀야",X,0
디지털전자산업 지난달 수출 호조,X,0
"에볼라 의심 국내의료진 ""음성 결과라고 확신하지만 추후 상태 관찰해야"" 입장 밝혀",O,1
"중진공, 산업·기술·경영 콘텐츠 모은 '마이크로러닝' 개설",X,0
추석맞이 여행상품 봇물,X,0
"[검찰 고발사주 의혹] 조성은, ""손준성 검사 확인되면 윤 총장 무겁게 책임져야""",X,0
"수원시, 성빈센트병원과 병문안 문화 개선 나서",X,0
"성장엔진 관광산업, 한·중·일 3국전쟁 시작됐다",X,0
지카바이러스 방제 서두른다…폐타이어ㆍ죽은나무 '타깃',O,1
"""이런 문자가 온다면?""…국민지원금 지급 사칭 스미싱 주의",X,0
추석 관광지 예약 폭주…방역 고심,O,1
[그래픽뉴스]메르스 확진자 발생 현황,O,1
"박원순, '청년수당' 지급 강행…사회적 논의기구 제안",X,0
"고발 사주 의혹, 여당 경선으로 ‘불똥’",X,0
제주 9명 신규 확진…초등학교 관련 확진자 1명 추가,O,1
"외국인 관광객, 상반기 부산 방문 100만 첫 돌파",X,0
"[뉴스정면승부] ""일본 뇌염, 치료법 없어...무조건 예방백신 맞아야""",O,1
"울산교육청, 15일에 3차 교육재난지원금 지급",O,1
"중동 호흡기증후군 ‘메르스’ 3번째 환자 발생 ‘공포 확산’, 보건당국 브리핑 들어보니…",O,1
[사설] ‘임시공휴일 건의’ 다양한 지원 뒤따라야 효과,X,0
중국 SI 발원지라고?… 농업부 “해외 언론보도 근거없다” 반발,O,1
[메르스공포]예비역 간호장교 추가 투입한다,O,1
[스포츠경향 포토]숨 참고 있어,X,0
"새마을금고중앙회, 메르스 피해지역 농산물 구입",O,1
메르스 환자 8명 늘어 95명…서울아산병원서도 감염자 첫 발생,O,1
해남·무안까지… 전남지역 AI 공포 확산,O,1
속초 메르스 확진 환자 완치…입원 14일 만에 퇴원,O,1
상반기 수막구균 뇌수막염 환자 작년보다 4배 급증,X,0
"<이라크戰> ""이라크전 조기 종결 난망""<러 언론>",X,0
"당국 ""방역 바탕은 국민참여-이타심‥'위드 코로나'서도 협력 필요""",O,1
강원 20일 오전 신규 확진 28명…누적 6098명,O,1
신종플루 거점병원 파업 돌입,O,1
경기지역 뎅기열 등 열대성 감염병 환자 증가세,O,1
"대구시, 코로나19 장기화 대비 전략 마련",O,1
"[3일 메르스 현황] 전일대비 치료 중 환자 6명 줄어 42명, 격리 해제 241명늘어 총 2,067명",O,1
모두발언하는 박영준 국무차장,X,0
선별진료소 찾은 시민들,O,1
오늘의 주요뉴스 (오전 7시),X,0
밤새 불 켜진 강릉의료원 음압 격리병동,X,0
"中전문가 ""한국 孝문화가 메르스 확산에 간접적 영향"" 분석",O,1
"[속보] 보건복지부 ""메르스 환자 집중 발생 병원 공개 결정""",O,1
[사진]국내 신종플루 감염 확산,O,1
"신규확진 1천804명, 두 달째 네 자릿수 확산세",O,1
질병관리본부 국가방역 총괄…종합병원 음압격리병실 의무화,O,1
인천시 ‘지구가 뜨거워요’ 뮤지컬 공연 형식 어린이 안전교육,X,0
"""중국 내 한국 메르스 환자 대체로 안정…발열증상 등 지속""",O,1
국내 신종플루 두번째 사망,O,1
'작은 배려',X,0
[창원소식]창원 세계 사격선수권 대회 기간 비상방역 근무 등,O,1
‘부적합 판정’ 마스크 수십만 개 판매한 2명 집행유예,O,1
코로나19 중증 환자에 국내 첫 완치자 혈장 치료,O,1
"DGB대구은행, 메타버스 활용 채용박람회…600여명 참여",X,0
돼지플루 '관광객도 비상',O,1
"국립민속박물관의 추석, 청소년-어린이 중심, 첨단 총동원",X,0
'원조’ 동네 플랫폼 ‘야쿠르트 아줌마’…도대체 안 파는 게 뭐야[언박싱],X,0
"FDA 자문위 ""부스터 샷 필요 없다"" 바이든과 화이자에 제동",O,1
“메르스 감염 촉발한 한국식 간병문화… 포괄 간호 서비스 도입해야”,O,1
